Order ID,Order Date,Customer ID,Age,Product ID,Product Name,Category,Sub-Category,Segment,Country,City,State,Postal Code,Region,Sales,Quantity,Discount,Profit,Ship Mode,Shipment Weight,Shipping id,Customer Income,Warehouse block,Mode of Shipment,Customer rating,Cost of the Product,Prior purchases,Product importance,Gender,Weight in gms,ReachedonTime Y.N,Dimensions,Delivery Method,Max Capacity,Purchase Address
2017147207,43862,21655,54,10001955,Newell 319,Office Supplies,Art,Consumer,United States,El Paso,Texas,79907,Central,31.744,2,0.2,3.968,Flight,2602,4047,2095,F,Flight,4,275,3,high,M,2602,1,7x6x15,Motorcycle,500,"186 12th St, Dallas, TX 75001"
2017147207,43862,21655,54,10000027,Hoover Commercial SteamVac,Office Supplies,Appliances,Consumer,United States,El Paso,Texas,79907,Central,5.432,2,0.8,-13.58,Flight,1009,4859,1030,A,Flight,3,152,3,low,M,1009,1,20x16x6,Truck,5000,"253 Johnson St, Atlanta, GA 30301"
2017147207,43862,21655,36,10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Consumer,United States,El Paso,Texas,79907,Central,913.43,5,0.3,-169.637,Flight,2707,7833,2676,B,Flight,3,227,3,low,F,2707,1,9x14x16,Motorcycle,500,"149 Dogwood St, New York City, NY 10001"
2017147207,43862,21655,47,10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,Consumer,United States,El Paso,Texas,79907,Central,372.144,3,0.2,27.9108,Flight,1194,2094,3777,C,Flight,4,143,2,medium,F,1194,1,8x7x12,Motorcycle,500,"214 Chestnut St, San Francisco, CA 94016"
2017118668,43862,14395,59,10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,Corporate,United States,Los Angeles,California,90032,West,16.59,1,0,5.8065,Ship,3952,1498,2251,F,Ship,5,227,3,medium,M,3952,1,14x9x10,Truck,5000,"20 Hill St, Los Angeles, CA 90001"
2017114034,43891,13315,51,10004735,Xerox 1905,Office Supplies,Paper,Consumer,United States,Rancho Cucamonga,California,91730,West,38.88,6,0,18.6624,Ship,2495,6613,3260,D,Ship,5,239,3,high,M,2495,1,19x8x17,Motorcycle,500,"20 Hill St, Los Angeles, CA 90001"
2017111738,43891,12385,52,10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,Consumer,United States,San Francisco,California,94110,West,2022.272,8,0.2,682.5168,Ship,1059,1832,3419,F,Ship,5,145,3,medium,M,1059,1,6x12x14,Truck,5000,"433 Hill St, New York City, NY 10001"
2017111738,43891,12385,27,10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,Consumer,United States,San Francisco,California,94110,West,9.12,3,0,3.1008,Ship,1521,1758,2272,A,Ship,3,161,2,medium,F,1521,1,14x15x19,Truck,5000,"771 Ridge St, Los Angeles, CA 90001"
2017150931,43983,13390,53,10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,Home Office,United States,Tuscaloosa,Alabama,35401,South,33.74,7,0,15.5204,Ship,2899,4897,2192,B,Ship,1,232,4,medium,F,2899,1,18x13x10,Van,2000,"260 Spruce St, Dallas, TX 75001"
2017159366,44013,11110,57,10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,Corporate,United States,Detroit,Michigan,48205,Central,3059.982,2,0.1,679.996,Ship,1750,3305,1235,C,Ship,5,156,2,low,M,1750,1,9x19x5,Van,2000,"513 Church St, Boston, MA 02215"
2017168690,44013,21085,35,10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,Consumer,United States,Ormond Beach,Florida,32174,South,2.808,3,0.7,-1.9656,Ship,3922,8167,1866,F,Ship,3,211,3,high,M,3922,1,17x6x20,Motorcycle,500,"886 Jefferson St, New York City, NY 10001"
2017123862,44013,15190,26,10000760,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,Consumer,United States,Long Beach,California,90805,West,153.78,11,0,44.5962,Ship,3561,5659,4264,D,Ship,5,251,2,medium,F,3561,1,7x5x16,Truck,5000,"886 Willow St, Los Angeles, CA 90001"
2017123862,44013,15190,23,10002301,Tennsco Commercial Shelving,Office Supplies,Storage,Consumer,United States,Long Beach,California,90805,West,61.02,3,0,0.6102,Ship,3496,5844,1406,F,Ship,1,225,4,low,M,3496,1,20x9x17,Van,2000,"84 Jackson St, Boston, MA 02215"
2017123862,44013,15190,31,10004884,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies,Consumer,United States,Long Beach,California,90805,West,110.11,7,0,31.9319,Ship,1066,4952,3399,A,Ship,1,172,3,high,F,1066,1,8x12x20,Motorcycle,500,"178 Lincoln St, Atlanta, GA 30301"
2017123862,44013,15190,43,10003112,Staples,Office Supplies,Fasteners,Consumer,United States,Long Beach,California,90805,West,7.89,1,0,3.5505,Ship,1435,6513,4989,B,Ship,1,162,3,medium,M,1435,1,12x12x10,Truck,5000,"146 Jackson St, Portland, OR 97035"
2017115154,44044,19420,59,10001950,Balt Solid Wood Round Tables,Furniture,Tables,Corporate,United States,Seattle,Washington,98115,West,892.98,2,0,80.3682,Ship,3134,2253,4946,C,Ship,3,234,4,low,M,3134,1,17x10x6,Truck,5000,"936 Church St, San Francisco, CA 94016"
2017154760,44075,11290,46,10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,Consumer,United States,Philadelphia,Pennsylvania,19140,East,274.491,3,0.7,-228.7425,Ship,3819,8460,3298,F,Ship,4,183,2,low,F,3819,1,17x17x16,Truck,5000,"823 Highland St, Boston, MA 02215"
2017158512,44166,13450,36,10001804,Xerox 195,Office Supplies,Paper,Home Office,United States,Washington,District of Columbia,20016,East,40.08,6,0,19.2384,Ship,2741,8946,1079,D,Ship,4,266,2,medium,F,2741,1,15x14x10,Van,2000,"823 Highland St, Boston, MA 02215"
2017158512,44166,13450,26,10004973,Flat Face Poster Frame,Furniture,Furnishings,Home Office,United States,Washington,District of Columbia,20016,East,37.68,2,0,15.8256,Ship,3341,3285,1738,F,Ship,3,257,2,low,F,3341,1,14x14x8,Motorcycle,500,"365 Center St, San Francisco, CA 94016"
2017108000,44166,16945,19,10002621,Staple envelope,Office Supplies,Envelopes,Corporate,United States,San Francisco,California,94110,West,9.78,1,0,4.89,Ship,3795,4464,674,A,Ship,1,223,3,low,F,3795,1,5x5x20,Van,2000,"365 Center St, San Francisco, CA 94016"
2017148551,44166,13120,19,10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,Corporate,United States,Dallas,Texas,75217,Central,760.98,5,0.8,-1141.47,Ship,3261,3925,2054,B,Ship,2,234,3,medium,M,3261,1,10x6x13,Motorcycle,500,"557 5th St, Los Angeles, CA 90001"
2017167402,13/01/20,12085,30,10004983,Xerox 23,Office Supplies,Paper,Corporate,United States,Springfield,Missouri,65807,Central,32.4,5,0,15.552,Ship,2460,7918,2274,C,Ship,2,227,4,medium,F,2460,1,15x11x8,Motorcycle,500,"765 Cherry St, Seattle, WA 98101"
2017167402,13/01/20,12085,22,10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,Corporate,United States,Springfield,Missouri,65807,Central,209.94,6,0,54.5844,Ship,1811,3311,2415,F,Ship,4,149,3,medium,F,1811,1,15x13x18,Motorcycle,500,"846 Highland St, Atlanta, GA 30301"
2017167402,13/01/20,12085,54,10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Corporate,United States,Springfield,Missouri,65807,Central,4164.05,5,0,83.281,Ship,1477,9666,4315,D,Ship,5,137,4,high,F,1477,1,10x18x11,Van,2000,"873 6th St, New York City, NY 10001"
2017167402,13/01/20,12085,40,10001608,"Hon Metal Bookcases, Black",Furniture,Bookcases,Corporate,United States,Springfield,Missouri,65807,Central,212.94,3,0,53.235,Ship,3605,3343,2626,F,Ship,4,181,6,medium,F,3605,1,17x15x10,Van,2000,"600 Maple St, Austin, TX 73301"
2017138779,14/01/20,19570,58,10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,Consumer,United States,Jacksonville,North Carolina,28540,South,21.744,1,0.2,7.3386,Ship,3905,4911,1217,A,Ship,1,215,4,low,F,3905,1,10x20x8,Truck,5000,"352 4th St, Los Angeles, CA 90001"
2017138779,14/01/20,19570,56,10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones,Consumer,United States,Jacksonville,North Carolina,28540,South,7.92,5,0.2,0.693,Ship,2383,4100,2980,B,Ship,2,269,5,low,F,2383,1,11x7x11,Van,2000,"906 7th St, Portland, OR 97035"
2017106131,14/01/20,21565,28,10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Corporate,United States,Aurora,Colorado,80013,West,169.064,7,0.2,-14.7931,Ship,3798,1273,1585,C,Ship,1,227,2,low,M,3798,1,12x19x11,Motorcycle,500,"63 Maple St, San Francisco, CA 94016"
2017106131,14/01/20,21565,23,10003638,Mobile Personal File Cube,Office Supplies,Storage,Corporate,United States,Aurora,Colorado,80013,West,168.624,9,0.2,14.7546,Ship,1265,1826,4333,F,Ship,5,139,4,medium,M,1265,1,16x13x20,Truck,5000,"383 6th St, Los Angeles, CA 90001"
2017127306,14/01/20,11710,41,10001219,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,Office Supplies,Envelopes,Consumer,United States,Johnson City,Tennessee,37604,South,18.336,3,0.2,6.6468,Ship,1647,9168,4987,D,Ship,5,137,2,medium,M,1647,1,12x15x18,Motorcycle,500,"572 Meadow St, Dallas, TX 75001"
2017127306,14/01/20,11710,34,10000019,Xerox 1931,Office Supplies,Paper,Consumer,United States,Johnson City,Tennessee,37604,South,36.288,7,0.2,12.7008,Ship,1556,4636,4408,F,Ship,1,174,2,low,M,1556,1,9x15x14,Truck,5000,"681 11th St, San Francisco, CA 94016"
2017127306,14/01/20,11710,23,10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,Consumer,United States,Johnson City,Tennessee,37604,South,111.984,2,0.2,6.999,Ship,1328,2407,2527,A,Ship,1,151,2,low,M,1328,1,13x15x10,Motorcycle,500,"294 Park St, San Francisco, CA 94016"
2017127306,14/01/20,11710,54,10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,Consumer,United States,Johnson City,Tennessee,37604,South,5.97,5,0.7,-4.577,Ship,2944,9399,1170,B,Ship,1,210,3,low,F,2944,1,15x6x19,Truck,5000,"279 Maple St, New York City, NY 10001"
2017127306,14/01/20,11710,48,10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,Consumer,United States,Johnson City,Tennessee,37604,South,2.508,2,0.7,-1.8392,Ship,1245,8272,692,C,Ship,4,169,4,medium,F,1245,1,19x13x12,Van,2000,"87 West St, Boston, MA 02215"
2017149076,14/01/20,20335,58,10000483,Xerox 19,Office Supplies,Paper,Consumer,United States,Los Angeles,California,90036,West,154.9,5,0,69.705,Ship,1576,2693,1038,F,Ship,1,160,2,low,M,1576,1,11x19x19,Van,2000,"754 10th St, Los Angeles, CA 90001"
2017113278,14/01/20,14770,18,10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,Home Office,United States,Richmond,Indiana,47374,Central,67.4,5,0,17.524,Ship,3753,6779,978,D,Ship,4,190,2,medium,M,3753,1,17x8x19,Motorcycle,500,"9 Jefferson St, Dallas, TX 75001"
2017113278,14/01/20,14770,18,10003472,Bagged Rubber Bands,Office Supplies,Fasteners,Home Office,United States,Richmond,Indiana,47374,Central,2.52,2,0,0.1008,Ship,2146,7444,866,F,Ship,3,216,3,low,F,2146,1,9x5x6,Motorcycle,500,"858 6th St, San Francisco, CA 94016"
2017113278,14/01/20,14770,40,10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,Home Office,United States,Richmond,Indiana,47374,Central,67.8,4,0,1.356,Ship,2042,3977,4058,A,Ship,1,183,3,low,M,2042,1,18x7x8,Van,2000,"462 11th St, San Francisco, CA 94016"
2017113278,14/01/20,14770,30,10002562,Staple magnet,Office Supplies,Storage,Home Office,United States,Richmond,Indiana,47374,Central,18.76,2,0,5.2528,Ship,1735,5420,987,B,Ship,4,141,3,low,M,1735,1,20x19x6,Van,2000,"717 Pine St, San Francisco, CA 94016"
2017113278,14/01/20,14770,28,10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,Home Office,United States,Richmond,Indiana,47374,Central,12.12,4,0,2.5452,Ship,1320,9885,2516,C,Ship,3,165,3,low,F,1320,1,20x9x12,Truck,5000,"487 Maple St, San Francisco, CA 94016"
2017113278,14/01/20,14770,40,10004156,Xerox 188,Office Supplies,Paper,Home Office,United States,Richmond,Indiana,47374,Central,11.34,1,0,5.5566,Ship,1128,9004,2058,F,Ship,1,170,3,low,M,1128,1,17x18x17,Truck,5000,"689 10th St, Boston, MA 02215"
2017113278,14/01/20,14770,48,10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Home Office,United States,Richmond,Indiana,47374,Central,159.8,4,0,70.312,Ship,3539,2978,1902,D,Ship,3,203,3,high,M,3539,1,16x13x17,Van,2000,"15 Cherry St, San Francisco, CA 94016"
2017113278,14/01/20,14770,24,10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,Home Office,United States,Richmond,Indiana,47374,Central,18.96,2,0,8.532,Ship,2437,3449,2345,F,Ship,5,246,5,low,M,2437,1,19x6x16,Truck,5000,"267 11th St, Austin, TX 73301"
2017167752,15/01/20,19690,49,10000159,Belkin F9M820V08 8 Outlet Surge,Office Supplies,Appliances,Consumer,United States,Philadelphia,Pennsylvania,19134,East,34.384,1,0.2,3.8682,Ship,3096,8001,1743,A,Ship,3,238,3,low,F,3096,1,9x19x10,Truck,5000,"382 River St, Dallas, TX 75001"
2017167752,15/01/20,19690,56,10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,Consumer,United States,Philadelphia,Pennsylvania,19134,East,1924.16,8,0.2,312.676,Ship,3453,1326,1263,B,Ship,3,193,3,medium,F,3453,1,12x11x9,Truck,5000,"971 Sunset St, San Francisco, CA 94016"
2017152961,15/01/20,20095,46,10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,Consumer,United States,Quincy,Massachusetts,2169,East,12.7,2,0,5.842,Ship,1367,2009,2787,C,Ship,5,141,3,high,M,1367,1,10x10x20,Van,2000,"149 North St, Seattle, WA 98101"
2017160934,15/01/20,21460,27,10003504,Newell 347,Office Supplies,Art,Home Office,United States,Los Angeles,California,90008,West,21.4,5,0,6.206,Ship,1923,4248,827,F,Ship,1,150,3,high,F,1923,1,7x18x5,Van,2000,"405 4th St, New York City, NY 10001"
2017104661,15/01/20,21250,46,10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Consumer,United States,Austin,Texas,78745,Central,32.784,4,0.8,-52.4544,Ship,2794,2604,3087,D,Ship,1,221,3,low,F,2794,1,7x13x10,Van,2000,"647 Jackson St, San Francisco, CA 94016"
2017104661,15/01/20,21250,21,10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Consumer,United States,Austin,Texas,78745,Central,47.984,2,0.2,14.3952,Ship,1158,1729,837,F,Ship,3,179,3,medium,M,1158,1,10x11x16,Truck,5000,"833 River St, Dallas, TX 75001"
2017104661,15/01/20,21250,47,10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,Consumer,United States,Austin,Texas,78745,Central,62.592,8,0.2,13.3008,Ship,1292,8998,869,A,Ship,1,105,6,medium,M,1292,1,7x16x17,Truck,5000,"380 Washington St, San Francisco, CA 94016"
2017104661,15/01/20,21250,46,10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,Consumer,United States,Austin,Texas,78745,Central,4.276,1,0.8,-6.6278,Ship,1880,8627,952,B,Ship,1,177,3,medium,M,1880,1,12x12x8,Truck,5000,"319 8th St, Portland, OR 97035"
2017125913,16/01/20,15145,33,10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,Corporate,United States,Los Angeles,California,90008,West,27.92,4,0,8.0968,Ship,3045,6280,4446,C,Ship,5,261,2,high,M,3045,1,11x7x9,Truck,5000,"273 South St, San Francisco, CA 94016"
2017125913,16/01/20,15145,57,10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Corporate,United States,Los Angeles,California,90008,West,399.672,7,0.2,-14.9877,Ship,2881,9385,3735,F,Ship,2,202,3,low,M,2881,1,17x16x12,Van,2000,"116 North St, Los Angeles, CA 90001"
2017138289,16/01/20,10540,57,10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,Consumer,United States,Jackson,Michigan,49201,Central,5443.96,4,0,2504.2216,Ship,1710,7058,3531,D,Ship,2,109,3,medium,F,1710,1,10x7x8,Van,2000,"994 Pine St, Los Angeles, CA 90001"
2017138289,16/01/20,10540,25,10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,Consumer,United States,Jackson,Michigan,49201,Central,302.67,3,0,72.6408,Ship,1878,9161,1113,F,Ship,3,158,3,low,F,1878,1,12x12x10,Van,2000,"863 8th St, Boston, MA 02215"
2017138289,16/01/20,10540,46,10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,Consumer,United States,Jackson,Michigan,49201,Central,56.07,7,0,25.2315,Ship,2512,2809,600,A,Ship,2,231,4,medium,F,2512,1,5x10x13,Truck,5000,"983 11th St, San Francisco, CA 94016"
2017154718,19/01/20,12865,45,10003714,Avery 510,Office Supplies,Labels,Consumer,United States,Keller,Texas,76248,Central,6,2,0.2,2.1,Ship,2929,7773,4714,B,Ship,5,206,3,medium,M,2929,1,9x7x8,Van,2000,"807 12th St, Atlanta, GA 30301"
2017153045,19/01/20,18505,18,10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,429.6,2,0.4,-93.08,Ship,3849,2431,789,C,Ship,1,187,4,high,M,3849,1,17x6x5,Van,2000,"664 Church St, Seattle, WA 98101"
2017153045,19/01/20,18505,27,10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Consumer,United States,Philadelphia,Pennsylvania,19140,East,31.968,2,0.2,6.3936,Ship,2229,5407,2614,F,Ship,5,230,2,low,F,2229,1,7x20x11,Truck,5000,"858 5th St, San Francisco, CA 94016"
2017153045,19/01/20,18505,33,10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,Consumer,United States,Philadelphia,Pennsylvania,19140,East,887.271,3,0.3,-63.3765,Ship,2998,3592,3791,D,Ship,5,232,3,medium,F,2998,1,7x11x12,Van,2000,"491 Chestnut St, Boston, MA 02215"
2017153045,19/01/20,18505,22,10003673,Strathmore Photo Mount Cards,Office Supplies,Paper,Consumer,United States,Philadelphia,Pennsylvania,19140,East,21.696,4,0.2,7.0512,Ship,3984,7358,4577,F,Ship,5,215,3,medium,F,3984,1,7x19x11,Truck,5000,"994 13th St, Atlanta, GA 30301"
2017127292,19/01/20,19375,38,10000157,Xerox 191,Office Supplies,Paper,Consumer,United States,Burlington,Vermont,5408,East,79.92,4,0,37.5624,Ship,2442,3706,2887,A,Ship,1,238,6,low,F,2442,1,19x7x13,Motorcycle,500,"628 Wilson St, Dallas, TX 75001"
2017127292,19/01/20,19375,48,10001970,Xerox 1881,Office Supplies,Paper,Consumer,United States,Burlington,Vermont,5408,East,12.28,1,0,5.7716,Ship,3775,3452,4785,B,Ship,1,266,3,low,F,3775,1,16x8x12,Van,2000,"101 Lincoln St, San Francisco, CA 94016"
2017127292,19/01/20,19375,43,10000828,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Consumer,United States,Burlington,Vermont,5408,East,542.94,3,0,152.0232,Ship,1788,6217,2803,C,Ship,3,158,2,medium,F,1788,1,18x7x14,Truck,5000,"770 Maple St, San Francisco, CA 94016"
2017127292,19/01/20,19375,30,10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,Consumer,United States,Burlington,Vermont,5408,East,2.04,1,0,0.9588,Ship,1518,9169,536,F,Ship,3,113,3,low,F,1518,1,11x6x9,Van,2000,"292 Dogwood St, San Francisco, CA 94016"
2017157252,20/01/20,12805,60,10003396,Global Deluxe Steno Chair,Furniture,Chairs,Corporate,United States,New York City,New York,10024,East,207.846,3,0.1,2.3094,Ship,3959,2446,1699,D,Ship,4,223,3,low,M,3959,1,14x13x8,Truck,5000,"814 Madison St, San Francisco, CA 94016"
2017161809,20/01/20,21100,33,10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,Consumer,United States,Los Angeles,California,90045,West,160.776,3,0.2,10.0485,Ship,3711,3778,4569,F,Ship,5,257,2,medium,F,3711,1,11x7x18,Truck,5000,"863 Hickory St, Los Angeles, CA 90001"
2017144589,20/01/20,21010,21,10003631,Staples in misc. colors,Office Supplies,Art,Consumer,United States,San Francisco,California,94122,West,24.2,5,0,7.986,Ship,1942,3193,3710,A,Ship,4,180,2,medium,F,1942,1,13x5x12,Truck,5000,"311 Madison St, Atlanta, GA 30301"
2017144589,20/01/20,21010,20,10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,Consumer,United States,San Francisco,California,94122,West,359.976,3,0.2,130.4913,Ship,1759,2012,3487,B,Ship,5,132,3,low,M,1759,1,10x12x19,Truck,5000,"85 North St, San Francisco, CA 94016"
2017120649,20/01/20,15490,45,10001545,Newell 326,Office Supplies,Art,Consumer,United States,Waterbury,Connecticut,6708,East,3.52,2,0,1.0208,Ship,2875,8136,2826,C,Ship,4,217,3,high,F,2875,1,16x17x8,Truck,5000,"140 10th St, Boston, MA 02215"
2017152079,20/01/20,17410,36,10001613,Avery File Folder Labels,Office Supplies,Labels,Consumer,United States,Chicago,Illinois,60653,Central,11.52,5,0.2,4.176,Ship,1364,1214,1558,F,Ship,5,162,3,high,F,1364,1,5x8x14,Motorcycle,500,"261 Sunset St, New York City, NY 10001"
2017131954,21/01/20,13030,26,10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,Home Office,United States,Seattle,Washington,98115,West,242.94,3,0,9.7176,Ship,2710,9207,2416,D,Ship,5,197,2,medium,F,2710,1,6x17x17,Motorcycle,500,"869 Cherry St, Boston, MA 02215"
2017131954,21/01/20,13030,54,10003610,Logitech Illuminated - Keyboard,Technology,Accessories,Home Office,United States,Seattle,Washington,98115,West,179.97,3,0,86.3856,Ship,2148,7175,1427,F,Ship,4,197,3,medium,M,2148,1,8x9x11,Van,2000,"853 Cedar St, San Francisco, CA 94016"
2017131954,21/01/20,13030,22,10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,Home Office,United States,Seattle,Washington,98115,West,99.696,6,0.2,33.6474,Ship,2910,9800,1040,A,Ship,1,185,2,low,M,2910,1,20x19x11,Truck,5000,"164 Lake St, San Francisco, CA 94016"
